name_a,name_b,score,ortho_sim,phon_sim,manual_review_ok
Folison,Solon,0.6468,0.5714,0.7222,
Folita,Povital,0.6468,0.5714,0.7222,
Furocef,Ocef,0.6468,0.5714,0.7222,
Gerfon,nerrion,0.6468,0.5714,0.7222,
Gerlon,nerrion,0.6468,0.5714,0.7222,
Hastaol,Nasal,0.6468,0.5714,0.7222,
Kibac,Sidobac,0.6468,0.5714,0.7222,
Kinate,linatab,0.6468,0.5714,0.7222,
Kinate,Linatin,0.6468,0.5714,0.7222,
Ligazid,Tazid,0.6468,0.5714,0.7222,
Matina,ratinol,0.6468,0.5714,0.7222,
mecol,Reconil,0.6468,0.5714,0.7222,
Merdin,nerrion,0.6468,0.5714,0.7222,
neclufe,Reelife,0.6468,0.5714,0.7222,
neelufh,Reelife,0.6468,0.5714,0.7222,
nerrion,Peridon,0.6468,0.5714,0.7222,
nerrion,Secrin,0.6468,0.5714,0.7222,
nerrion,Vergon,0.6468,0.5714,0.7222,
nerrion,verqon,0.6468,0.5714,0.7222,
Ovit-A,Povital,0.6468,0.5714,0.7222,
paveset,Reset,0.6468,0.5714,0.7222,
Quridew,uriset,0.6468,0.5714,0.7222,
Robac,Sidobac,0.6468,0.5714,0.7222,
ROlac,Volinac,0.6468,0.5714,0.7222,
Solon,Triolon,0.6468,0.5714,0.7222,
Tigover,vigorey,0.6468,0.5714,0.7222,
anustat,Asynta,0.6468,0.4286,0.8650,
Ascoson,axon,0.6468,0.4286,0.8650,
Cidex,Sekodex,0.6468,0.4286,0.8650,
Defalin,Delfnj,0.6468,0.4286,0.8650,
Emazid,Esomand,0.6468,0.4286,0.8650,
maxdol,Mesacol,0.6468,0.4286,0.8650,
A-Flux,Avolac,0.6467,0.3333,0.9600,
Alc,Alfix,0.6467,0.4000,0.8933,
Bexter,Bextwfiluy,0.6467,0.4000,0.8933,
Callin,collagen-d,0.6467,0.4000,0.8933,
Deixil,Dexlor,0.6467,0.3333,0.9600,
Deuxil,Dexlor,0.6467,0.3333,0.9600,
dextac,Texit,0.6467,0.3333,0.9600,
Dextal,Texit,0.6467,0.3333,0.9600,
Dexter,Texit,0.6467,0.3333,0.9600,
maxdol,Mixit,0.6467,0.3333,0.9600,
Rephaston,Revocit,0.6467,0.3333,0.9600,
Torax,Troxyf,0.6467,0.3333,0.9600,
Torex,Traxyl,0.6467,0.3333,0.9600,
Torex,Troxyf,0.6467,0.3333,0.9600,
Torix,Traxyl,0.6467,0.3333,0.9600,
Torix,Troxyf,0.6467,0.3333,0.9600,
Carticare,Cortan,0.6464,0.4444,0.8483,
Profen,Profrauof,0.6464,0.4444,0.8483,
Tab. CEEVIX,Tab. cifotil plus,0.6461,0.4118,0.8805,
Delfrnz,Telfro max,0.6458,0.4000,0.8917,
Amlrocaf,Anfrocef,0.6458,0.6250,0.6667,
Becobion,Ncotion,0.6458,0.6250,0.6667,
betaloc,Dueblock,0.6458,0.3750,0.9167,
betaloc,Duoblock,0.6458,0.3750,0.9167,
Caficid,Cewfilid,0.6458,0.6250,0.6667,
Calamine,Lumona,0.6458,0.3750,0.9167,
Callin,Neugalin,0.6458,0.3750,0.9167,
cefazid,mefanide,0.6458,0.6250,0.6667,
Cowficid,fusid,0.6458,0.3750,0.9167,
Defalin,Neugalin,0.6458,0.6250,0.6667,
Furocef,Neurocet,0.6458,0.6250,0.6667,
gavilac,Gavinaaf,0.6458,0.6250,0.6667,
hepamore,Heranor,0.6458,0.6250,0.6667,
Lubilay,lulrilax,0.6458,0.6250,0.6667,
Mesacol,Metaomol,0.6458,0.6250,0.6667,
Methomol,Methox,0.6458,0.6250,0.6667,
Nenvopex,Neopem,0.6458,0.6250,0.6667,
Neurocet,Neurolin,0.6458,0.6250,0.6667,
Neurocet,Neuvoxew,0.6458,0.6250,0.6667,
Neurocet,Reset,0.6458,0.3750,0.9167,
Paloven,Phylopen,0.6458,0.6250,0.6667,
coral rd,Micoral gel,0.6457,0.5455,0.7460,
Cap. ESONEX,Cap. zif,0.6456,0.4545,0.8367,
cap. Maxpro,Cap. zif,0.6456,0.4545,0.8367,
Acliz Plus,Flemex Plus,0.6456,0.4545,0.8366,
Texfro max,volirac max,0.6456,0.4545,0.8366,
amdoral,Amlrocaf,0.6456,0.5000,0.7911,
Profinex,Proindof,0.6456,0.5000,0.7911,
Tb. Altaxc,Tb. Anginta,0.6453,0.4545,0.8361,
Algin Plus,Fasid Plus,0.6452,0.6000,0.6905,
Arth-A Max,Toramax,0.6452,0.5000,0.7905,
Cetaclav,Demoxiclav,0.6452,0.5000,0.7905,
Cifaclav,Fimoxyclav,0.6452,0.5000,0.7905,
Demoxiclav,Kefuclav,0.6452,0.5000,0.7905,
Demoxiclav,moxibac,0.6452,0.5000,0.7905,
Demoxiclav,moxilin,0.6452,0.5000,0.7905,
Fimoxyclav,Rofuclav,0.6452,0.5000,0.7905,
herpex,Nervoprx,0.6452,0.5000,0.7905,
Mervax,Nervoprx,0.6452,0.5000,0.7905,
Tab. Neobean,Tb. Anginta,0.6451,0.4167,0.8736,
Anstouit,Aristovit -B,0.6450,0.5000,0.7900,
Calcor-D,Coralgue D,0.6450,0.4000,0.8900,
Caprodycin,criptin,0.6450,0.4000,0.8900,
Dexcin,Dexfacar,0.6450,0.5000,0.7900,
Dexfacar,Dextal,0.6450,0.5000,0.7900,
fexocon,Fexofast,0.6450,0.5000,0.7900,
Fixcef,fixocard,0.6450,0.5000,0.7900,
Fixcel,fixocard,0.6450,0.5000,0.7900,
Montelm,Montinex,0.6450,0.5000,0.7900,
Moxigram,moxilin,0.6450,0.5000,0.7900,
Napa one,Napa Rapid,0.6450,0.5000,0.7900,
Nexcital,Nexmig,0.6450,0.5000,0.7900,
Tab. Beklo,Tab. Rupa,0.6450,0.5000,0.7900,
Tab. Calbo,Tab. Deap,0.6450,0.5000,0.7900,
Tab. Calbo,Tab. Rupa,0.6450,0.5000,0.7900,
Tab. Deap,Tab. Neuro-B,0.6450,0.5000,0.7900,
Tab. Galoa,Tab. Neobean,0.6450,0.5000,0.7900,
Tab. Galoa,Tab. Neuro-B,0.6450,0.5000,0.7900,
Tab. Neobean,Tab. Rupa,0.6450,0.5000,0.7900,
Calcor-Dx,halconl Dx,0.6450,0.6000,0.6899,
Flexi,Valex CR,0.6446,0.3750,0.9143,
Furotil Plus,Raufitfup plus,0.6445,0.5000,0.7890,
?icrogent,progest,0.6444,0.5556,0.7333,
Aropens,Meropenem,0.6444,0.5556,0.7333,
Geotrenol,rectinol,0.6444,0.5556,0.7333,
Kindial-D,Onacal-D,0.6444,0.5556,0.7333,
Meropenem,propenta,0.6444,0.5556,0.7333,
metaconil,Tendonil,0.6444,0.5556,0.7333,
Neurobest,progest,0.6444,0.5556,0.7333,
Calnor,Maxuline-R,0.6444,0.4000,0.8889,
clindacin,Clonapex,0.6444,0.4444,0.8444,
clindacin,Glasin,0.6444,0.4444,0.8444,
clindacin,Glicid,0.6444,0.4444,0.8444,
Decoral,dicaltrol,0.6444,0.4444,0.8444,
merocil,Omeprazole,0.6444,0.4000,0.8889,
Tab. Naprosyn Plus,TAB. PENOULY,0.6444,0.4444,0.8444,
tarlica,turboclav,0.6444,0.4444,0.8444,
Neurolin CR,nintoin sr,0.6442,0.5455,0.7429,
Biocal-Dx,Calboral Dx,0.6439,0.4545,0.8333,
Cor algen-D,coral,0.6439,0.4545,0.8333,
Telfro max,Toramex,0.6438,0.4000,0.8875,
Raufitfup plus,Rausiflex Plus,0.6437,0.6429,0.6444,
Rausiflex Plus,Ravliflex,0.6436,0.5000,0.7871,
Esobest Mups,Pronex Mups,0.6435,0.5833,0.7037,
Cefixim,Ceftriaxone,0.6435,0.4545,0.8324,
liberts,Libott-S JR,0.6435,0.4545,0.8324,
TRD Coutine,Triptin,0.6435,0.4545,0.8324,
TRD Coutine,Tryptin,0.6435,0.4545,0.8324,
Alatrof,Allcaron,0.6433,0.5000,0.7867,
Alatrol,Allcaron,0.6433,0.5000,0.7867,
Allcaron,Alolrol,0.6433,0.5000,0.7867,
amdocal,Aminosol,0.6433,0.5000,0.7867,
amdoral,Aminosol,0.6433,0.5000,0.7867,
Aminosol,Amlocal,0.6433,0.5000,0.7867,
Cefaxine,Ceftron,0.6433,0.5000,0.7867,
Delanix,Delcalen,0.6433,0.5000,0.7867,
Denixil,Tendonil,0.6433,0.5000,0.7867,
Fenix-V,Fentizol,0.6433,0.5000,0.7867,
figfimef,Fixcef,0.6433,0.5000,0.7867,
Napa one,Nopxon,0.6433,0.5000,0.7867,
Pelverin,Plagnin,0.6433,0.5000,0.7867,
Precabil,Prestal,0.6433,0.5000,0.7867,
Precabil,Prestel,0.6433,0.5000,0.7867,
Prestal,propenta,0.6433,0.5000,0.7867,
Pripmmf,Proindof,0.6433,0.5000,0.7867,
Proindof,prosesf,0.6433,0.5000,0.7867,
Pronex,propenta,0.6433,0.5000,0.7867,
Ralripus,relentus,0.6433,0.5000,0.7867,
Rivarox,Rivotril,0.6433,0.5000,0.7867,
telcard,telmacal,0.6433,0.5000,0.7867,
telcard,Telmocal,0.6433,0.5000,0.7867,
vaxitet,vigfimet,0.6433,0.5000,0.7867,
vaxitet,viglimet,0.6433,0.5000,0.7867,
Vorifast,Vorinox,0.6433,0.5000,0.7867,
Vorifast,vorirox,0.6433,0.5000,0.7867,
Acemox,Ascobex,0.6432,0.4286,0.8578,
Delanix,Delfrnz,0.6432,0.4286,0.8578,
Delanix,Delfxz,0.6432,0.4286,0.8578,
Delfxz,Duloxen,0.6432,0.4286,0.8578,
Escolex,Esmax,0.6432,0.4286,0.8578,
Eslilex,Esmax,0.6432,0.4286,0.8578,
Eslilex,Esomax,0.6432,0.4286,0.8578,
Eslilex,esomix,0.6432,0.4286,0.8578,
Eslilex,esonix,0.6432,0.4286,0.8578,
Flamfix,Flubex,0.6432,0.4286,0.8578,
Flamfix,Fluelox,0.6432,0.4286,0.8578,
flemex,Fluclox,0.6432,0.4286,0.8578,
Tab. clacido,Tab. Etorx,0.6431,0.4167,0.8694,
deflaxen,Devixi,0.6431,0.3750,0.9111,
Flexinor,Folison,0.6431,0.3750,0.9111,
Flexinor,Follison,0.6431,0.3750,0.9111,
Lelox,lulrilax,0.6431,0.3750,0.9111,
menoril,Montrlon,0.6431,0.3750,0.9111,
Peridon,prompton,0.6431,0.3750,0.9111,
Rodiflex,Rotalac,0.6431,0.3750,0.9111,
Paracetamol,Purisal,0.6429,0.3636,0.9222,
Aristovil-B,Tab.Aristovif-,0.6429,0.5714,0.7143,
Calbo-D,Klabid,0.6429,0.2857,1.0000,
Calbo-D,Klobid,0.6429,0.2857,1.0000,
Ecosprin Plus,Telecordip plus,0.6429,0.5333,0.7524,
Fasid Plus,Raufitfup plus,0.6429,0.5000,0.7857,
Flenex Dew,Flexi,0.6429,0.4000,0.8857,
Peridon,protein,0.6429,0.2857,1.0000,
Canficid,Comlricid,0.6428,0.5556,0.7300,
Detfacavt,Dexnaat,0.6428,0.5556,0.7300,
Telmicard,Termitan,0.6428,0.5556,0.7300,
Levofloxacin,Levothyroxine,0.6427,0.4615,0.8238,
cap. Dexilend,Cap. zif,0.6426,0.4615,0.8237,
Flexinor,Valex CR,0.6423,0.3750,0.9095,
Fixcef Plus,windel plus,0.6423,0.6364,0.6481,
Metronidazole,Omeprazole,0.6422,0.5385,0.7460,
anustat,Aristovit,0.6422,0.4444,0.8400,
Colistin,Comlricid,0.6422,0.4444,0.8400,
Defcalivo,Detfacavt,0.6422,0.4444,0.8400,
Gerhinal,Gestrenol,0.6422,0.4444,0.8400,
Hepeximin,herpex,0.6422,0.4444,0.8400,
Hepeximin,Hexinor,0.6422,0.4444,0.8400,
Keto,Ketorolac,0.6422,0.4444,0.8400,
Nabu,Nabu pain,0.6422,0.4444,0.8400,
Alect,alix,0.6417,0.4000,0.8833,
Deixl,Dexin,0.6417,0.4000,0.8833,
Dexin,doxva,0.6417,0.4000,0.8833,
Dexin,toxit,0.6417,0.4000,0.8833,
doxva,toxit,0.6417,0.4000,0.8833,
Fexit,Fixal,0.6417,0.4000,0.8833,
Omep,Omeprazole,0.6417,0.4000,0.8833,
Tab Cordca,TAB. OUOCM-D,0.6417,0.4167,0.8667,
Tab. Amitip,TAB. OUOCM-D,0.6417,0.4167,0.8667,
Tab. clacido,Tb. Mccol,0.6417,0.4167,0.8667,
Abicon,Bredicon,0.6417,0.5000,0.7833,
Acemox,Baemax,0.6417,0.5000,0.7833,
Acemox,Neemoxew,0.6417,0.5000,0.7833,
acron,Maxrin,0.6417,0.5000,0.7833,
aeropen,propenta,0.6417,0.5000,0.7833,
Alatol,Clavutil,0.6417,0.5000,0.7833,
Alben,Nalbun-Z,0.6417,0.5000,0.7833,
Albumin,Calamine,0.6417,0.5000,0.7833,
albutein,Nalbun,0.6417,0.5000,0.7833,
alix,prolix,0.6417,0.5000,0.7833,
Allcaron,clarin,0.6417,0.5000,0.7833,
Allcaron,Malucan,0.6417,0.5000,0.7833,
Alrin,Pelverin,0.6417,0.5000,0.7833,
Amilin,Tomdolin,0.6417,0.5000,0.7833,
Aminosol,Dominos,0.6417,0.5000,0.7833,
Aminosol,hansol,0.6417,0.5000,0.7833,
Aminosol,menoril,0.6417,0.5000,0.7833,
Amlocal,telmacal,0.6417,0.5000,0.7833,
Anodof,Proindof,0.6417,0.5000,0.7833,
Ansulin,Neugalin,0.6417,0.5000,0.7833,
Ansulin,Neurolin,0.6417,0.5000,0.7833,
Arlin,Liprolin,0.6417,0.5000,0.7833,
Arlin,trodolin,0.6417,0.5000,0.7833,
Arsiloca,tarlica,0.6417,0.5000,0.7833,
Autazol,Fentizol,0.6417,0.5000,0.7833,
Autazol,Purtisol,0.6417,0.5000,0.7833,
Aximcy,Maxima,0.6417,0.5000,0.7833,
axon,Maxrin,0.6417,0.5000,0.7833,
axon,Nopxon,0.6417,0.5000,0.7833,
Baemax,Esmax,0.6417,0.5000,0.7833,
Baemax,Esomax,0.6417,0.5000,0.7833,
Baemax,flemex,0.6417,0.5000,0.7833,
Baemax,Unomax,0.6417,0.5000,0.7833,
Barmax,N-Max,0.6417,0.5000,0.7833,
Barmax,Torax,0.6417,0.5000,0.7833,
Barmax,zimax,0.6417,0.5000,0.7833,
Baumax,Esmax,0.6417,0.5000,0.7833,
Baumax,Esomax,0.6417,0.5000,0.7833,
Baumax,Unomax,0.6417,0.5000,0.7833,
Beconal,rectinol,0.6417,0.5000,0.7833,
Bilax,Myolax,0.6417,0.5000,0.7833,
Bilax,Wiflex,0.6417,0.5000,0.7833,
Bilista,Colistin,0.6417,0.5000,0.7833,
Biltin,Colistin,0.6417,0.5000,0.7833,
Biltin,voltalin,0.6417,0.5000,0.7833,
Biscor,vbi care,0.6417,0.5000,0.7833,
Bredicon,Peridon,0.6417,0.5000,0.7833,
Brezofil,merocil,0.6417,0.5000,0.7833,
Brezofil,Radifil,0.6417,0.5000,0.7833,
Brodil,trodolin,0.6417,0.5000,0.7833,
Calbon,Nalbun-Z,0.6417,0.5000,0.7833,
Calboral,Decoral,0.6417,0.5000,0.7833,
Calnor,Palonron,0.6417,0.5000,0.7833,
Canficid,cefazid,0.6417,0.5000,0.7833,
Cavinton,visnon,0.6417,0.5000,0.7833,
Cefaclav,fevaliv,0.6417,0.5000,0.7833,
Cefaclav,Roclav,0.6417,0.5000,0.7833,
Cefaclav,tyclav,0.6417,0.5000,0.7833,
Cefaxine,Dexin,0.6417,0.5000,0.7833,
cefazid,Comficid,0.6417,0.5000,0.7833,
cefazid,Respazit,0.6417,0.5000,0.7833,
Cefixime,Devixi,0.6417,0.5000,0.7833,
cefotil,Clavutil,0.6417,0.5000,0.7833,
cefotil,novotril,0.6417,0.5000,0.7833,
cefotil,Rivotril,0.6417,0.5000,0.7833,
Cetaclav,Fuclav,0.6417,0.5000,0.7833,
Cetaclav,Roclav,0.6417,0.5000,0.7833,
Cidex,Gintex,0.6417,0.5000,0.7833,
Cifaclav,Roclav,0.6417,0.5000,0.7833,
Cifaclav,tyclav,0.6417,0.5000,0.7833,
Cildip,Telmidip,0.6417,0.5000,0.7833,
Cinaron,onaseron,0.6417,0.5000,0.7833,
ciprox,Thyrox,0.6417,0.5000,0.7833,
Clacef,Fixcef,0.6417,0.5000,0.7833,
Clacef,Microcef,0.6417,0.5000,0.7833,
clarin,Lestarin,0.6417,0.5000,0.7833,
clarin,Maxrin,0.6417,0.5000,0.7833,
clarin,Pelverin,0.6417,0.5000,0.7833,
Colistin,Follison,0.6417,0.5000,0.7833,
Colistin,Gestin,0.6417,0.5000,0.7833,
Colistin,Linatin,0.6417,0.5000,0.7833,
Coralcal,Rotalac,0.6417,0.5000,0.7833,
Coralcal,Velcal,0.6417,0.5000,0.7833,
corox,Etorix,0.6417,0.5000,0.7833,
corox,Trerox,0.6417,0.5000,0.7833,
Cortan,Norestin,0.6417,0.5000,0.7833,
Cortan,Termitan,0.6417,0.5000,0.7833,
Costan,Histacin,0.6417,0.5000,0.7833,
Costan,Lestarin,0.6417,0.5000,0.7833,
Costan,Norestin,0.6417,0.5000,0.7833,
Defalin,voltalin,0.6417,0.5000,0.7833,
demelon,montelon,0.6417,0.5000,0.7833,
Derolon,Liprolin,0.6417,0.5000,0.7833,
Dexin,Maxrin,0.6417,0.5000,0.7833,
Dexlor,Regler,0.6417,0.5000,0.7833,
dexnaaf,Gavinaaf,0.6417,0.5000,0.7833,
dextac,Nexc,0.6417,0.5000,0.7833,
Dextal,Fixal,0.6417,0.5000,0.7833,
Dextal,Histal,0.6417,0.5000,0.7833,
Dimex,flemex,0.6417,0.5000,0.7833,
Dimex,Limbix,0.6417,0.5000,0.7833,
Dopecgut,Motigut,0.6417,0.5000,0.7833,
Dopecgut,progut,0.6417,0.5000,0.7833,
Dophylin,voltalin,0.6417,0.5000,0.7833,
Duracef,Microcef,0.6417,0.5000,0.7833,
Elodep,Telmidip,0.6417,0.5000,0.7833,
emixef,Mixit,0.6417,0.5000,0.7833,
emixef,Neemoxew,0.6417,0.5000,0.7833,
Esomax,N-Max,0.6417,0.5000,0.7833,
esomix,fimix,0.6417,0.5000,0.7833,
esonix,Fenix,0.6417,0.5000,0.7833,
esonix,Finix,0.6417,0.5000,0.7833,
Esotil,Losectil,0.6417,0.5000,0.7833,
Esotil,Stemetil,0.6417,0.5000,0.7833,
Eylox,Myolax,0.6417,0.5000,0.7833,
faropen,propenta,0.6417,0.5000,0.7833,
Febustat,Histat,0.6417,0.5000,0.7833,
Febustat,Nystat,0.6417,0.5000,0.7833,
fenisen,Panaseng,0.6417,0.5000,0.7833,
Fenodin,Tendonil,0.6417,0.5000,0.7833,
Feropen,propenta,0.6417,0.5000,0.7833,
Feryx,herpex,0.6417,0.5000,0.7833,
Feryx,Mervax,0.6417,0.5000,0.7833,
Feryx,Trerox,0.6417,0.5000,0.7833,
Finix,Gintex,0.6417,0.5000,0.7833,
Fixgut,Mixit,0.6417,0.5000,0.7833,
flacol,telmacal,0.6417,0.5000,0.7833,
flemex,Lelox,0.6417,0.5000,0.7833,
flemex,lytex,0.6417,0.5000,0.7833,
Flubex,lytex,0.6417,0.5000,0.7833,
Furoclav,Proliv,0.6417,0.5000,0.7833,
Furoclav,tyclav,0.6417,0.5000,0.7833,
Furotil,novotril,0.6417,0.5000,0.7833,
Furotil,Purtisol,0.6417,0.5000,0.7833,
Fylox,Myolax,0.6417,0.5000,0.7833,
Gerhinal,Nurnal,0.6417,0.5000,0.7833,
Gerhinal,rechnol,0.6417,0.5000,0.7833,
Gerhinal,Retinol,0.6417,0.5000,0.7833,
Gestin,Histacin,0.6417,0.5000,0.7833,
Geston,Lestarin,0.6417,0.5000,0.7833,
Geston,Norestin,0.6417,0.5000,0.7833,
Gintabac,linatab,0.6417,0.5000,0.7833,
Gintabac,Lindac,0.6417,0.5000,0.7833,
Gintabac,Sidobac,0.6417,0.5000,0.7833,
Gintex,Linax,0.6417,0.5000,0.7833,
Gintex,lytex,0.6417,0.5000,0.7833,
Gintex,Zinax,0.6417,0.5000,0.7833,
Glasin,nalepsin,0.6417,0.5000,0.7833,
Glymed,viglimef,0.6417,0.5000,0.7833,
Greemox,Neemoxew,0.6417,0.5000,0.7833,
herpex,Torex,0.6417,0.5000,0.7833,
Itolcive,Telmiva,0.6417,0.5000,0.7833,
Kalcoral,Velcal,0.6417,0.5000,0.7833,
Kallonl Dx,Salost Dx,0.6417,0.6000,0.6833,
Kefuclav,Roclav,0.6417,0.5000,0.7833,
Kefuclav,tyclav,0.6417,0.5000,0.7833,
Lestarin,Secrin,0.6417,0.5000,0.7833,
Lestarin,Sekorin,0.6417,0.5000,0.7833,
Levofloxacin,Levox,0.6417,0.4167,0.8667,
Levox,Mervax,0.6417,0.5000,0.7833,
Levox,Rivyox,0.6417,0.5000,0.7833,
Lifanta,Vibrenta,0.6417,0.5000,0.7833,
Limbix,zimax,0.6417,0.5000,0.7833,
Liprolin,Profen,0.6417,0.5000,0.7833,
Liprolin,protein,0.6417,0.5000,0.7833,
lytex,myotax,0.6417,0.5000,0.7833,
Maxrin,Secrin,0.6417,0.5000,0.7833,
menoril,novotril,0.6417,0.5000,0.7833,
Merdin,Termitan,0.6417,0.5000,0.7833,
Meropen,propenta,0.6417,0.5000,0.7833,
Mervax,Tevox,0.6417,0.5000,0.7833,
Mervax,Torax,0.6417,0.5000,0.7833,
Microcef,Oricef,0.6417,0.5000,0.7833,
Napryn,onaseron,0.6417,0.5000,0.7833,
Neurolin,trodolin,0.6417,0.5000,0.7833,
Nitrofur,Orofer,0.6417,0.5000,0.7833,
Norestin,Rostil,0.6417,0.5000,0.7833,
Norsol,Purtisol,0.6417,0.5000,0.7833,
novonil,Tendonil,0.6417,0.5000,0.7833,
novotril,Povital,0.6417,0.5000,0.7833,
nutrifil,Radifil,0.6417,0.5000,0.7833,
Omidon,Tomdolin,0.6417,0.5000,0.7833,
Peridon,Termitan,0.6417,0.5000,0.7833,
Priten,Termitan,0.6417,0.5000,0.7833,
Pro Gio,Profenid Gel,0.6417,0.4167,0.8667,
prolix,Torix,0.6417,0.5000,0.7833,
Pronex,Torex,0.6417,0.5000,0.7833,
protein,trodolin,0.6417,0.5000,0.7833,
Purtisol,ratinol,0.6417,0.5000,0.7833,
Purtisol,Retinol,0.6417,0.5000,0.7833,
Purtisol,Ruotinl,0.6417,0.5000,0.7833,
Relvis,Telmivas,0.6417,0.5000,0.7833,
Rivyox,Tevox,0.6417,0.5000,0.7833,
Rofuclav,tyclav,0.6417,0.5000,0.7833,
Roxim,Troxyf,0.6417,0.5000,0.7833,
Tab. Normens,Tab.Neuro,0.6417,0.4167,0.8667,
Thyrox,Trevox,0.6417,0.5000,0.7833,
Unomax,zimax,0.6417,0.5000,0.7833,
Uful Dx,Ulfix,0.6414,0.4286,0.8543,
Pregmos,Pronex Mups,0.6413,0.4545,0.8281,
Barmax,Terbi max,0.6413,0.4444,0.8381,
Lwfilex,Ravliflex,0.6413,0.4444,0.8381,
Calcor-D,coral cal d,0.6410,0.4545,0.8275,
Alc,Allcaron,0.6408,0.3750,0.9067,
Clavutil,Clofenal,0.6408,0.3750,0.9067,
Ferix-V,Furoclav,0.6408,0.3750,0.9067,
Flemorif,Fluma,0.6408,0.3750,0.9067,
Folita,voltalin,0.6408,0.3750,0.9067,
Lestarin,Losita,0.6408,0.3750,0.9067,
Macrobac,Mecor,0.6408,0.3750,0.9067,
Mecor,Microcef,0.6408,0.3750,0.9067,
Mecor,microges,0.6408,0.3750,0.9067,
Nitr,nutrifil,0.6408,0.3750,0.9067,
Norium,normanal,0.6408,0.3750,0.9067,
Tab. Beklo,Tab. Flamex,0.6407,0.4545,0.8269,
Calboral D,calcor,0.6405,0.5000,0.7810,
Calboral D,Calnor,0.6405,0.5000,0.7810,
Tab.Neuro,Tb. Defrol,0.6405,0.5000,0.7810,
valix CR,Volinac,0.6405,0.5000,0.7810,
Calboral Dx,Tb. Calboral-D,0.6402,0.5714,0.7090,
K2cal,Kalcoral,0.6400,0.5000,0.7800,
Drexy,Trerox,0.6400,0.3333,0.9467,
Drexy,Trevox,0.6400,0.3333,0.9467,
Feryx,Frabex,0.6400,0.3333,0.9467,
flemex,Fylox,0.6400,0.3333,0.9467,
flemex,Valex,0.6400,0.3333,0.9467,
Flubex,Fylox,0.6400,0.3333,0.9467,
Flubex,Valex,0.6400,0.3333,0.9467,
Torax,Trevox,0.6400,0.3333,0.9467,
Torix,Trevox,0.6400,0.3333,0.9467,
Traxy,Trerox,0.6400,0.3333,0.9467,
Traxy,Trevox,0.6400,0.3333,0.9467,
Cinaron Plus,Fasid Plus,0.6399,0.5000,0.7798,
Cinaron Plus,Lumana plus,0.6399,0.5000,0.7798,
Cp Dexter,Syp Deslor,0.6399,0.5000,0.7798,
Fasid Plus,linax plus,0.6399,0.5000,0.7798,
Fasid Plus,linux plus,0.6399,0.5000,0.7798,
Furotil Plus,Lumana plus,0.6399,0.5000,0.7798,
lanso max,Telfro max,0.6399,0.5000,0.7798,
lanso max,Tesfro max,0.6399,0.5000,0.7798,
lullonl Dx,Uful Dx,0.6399,0.5000,0.7798,
Lumana plus,plaqriw plus,0.6399,0.5000,0.7798,
Cefrid,Cefuroximee,0.6398,0.4545,0.8250,
Nafro A plm,Naprox plus,0.6394,0.5455,0.7333,
Anodol,Autazol,0.6393,0.4286,0.8500,
Anset,Azosite,0.6393,0.4286,0.8500,
Beconal,bengel,0.6393,0.4286,0.8500,
Bicozin,Biloxe,0.6393,0.4286,0.8500,
Bicozin,Bisnen,0.6393,0.4286,0.8500,
Bilozin,Bisnen,0.6393,0.4286,0.8500,
Bisoren,Brodin,0.6393,0.4286,0.8500,
Bizoran,Brodin,0.6393,0.4286,0.8500,
Bizoran,Bromen,0.6393,0.4286,0.8500,
Decoral,Derolon,0.6393,0.4286,0.8500,
Deixl,Desolon,0.6393,0.4286,0.8500,
Dekalin,Delfian,0.6393,0.4286,0.8500,
Delfian,demelon,0.6393,0.4286,0.8500,
Delfian,Derolon,0.6393,0.4286,0.8500,
Delfian,Desolon,0.6393,0.4286,0.8500,
Delfrnz,deviry,0.6393,0.4286,0.8500,
demelon,Triolon,0.6393,0.4286,0.8500,
Desolon,Dexila,0.6393,0.4286,0.8500,
Desolon,Dexin,0.6393,0.4286,0.8500,
Edeloss,Eylox,0.6393,0.4286,0.8500,
Fasopen,fenisen,0.6393,0.4286,0.8500,
Fatisol,femotol,0.6393,0.4286,0.8500,
Fatisol,Fixal,0.6393,0.4286,0.8500,
feeviu,Fenafir,0.6393,0.4286,0.8500,
femotol,Fremit,0.6393,0.4286,0.8500,
Fenadin,vitabin,0.6393,0.4286,0.8500,
Fenafir,Filofer,0.6393,0.4286,0.8500,
Feropen,Feup,0.6393,0.4286,0.8500,
fevaliv,Fuclav,0.6393,0.4286,0.8500,
Fexo,Frenxil,0.6393,0.4286,0.8500,
Fexo,Frenxit,0.6393,0.4286,0.8500,
flurif,Furocef,0.6393,0.4286,0.8500,
Folison,visnon,0.6393,0.4286,0.8500,
FONA,Volinac,0.6393,0.4286,0.8500,
Garcon,Glarine,0.6393,0.4286,0.8500,
Lantus,Lifanta,0.6393,0.4286,0.8500,
Lantus,Luminus,0.6393,0.4286,0.8500,
Lifanta,Linatin,0.6393,0.4286,0.8500,
Lifanta,Lindac,0.6393,0.4286,0.8500,
Ligazid,Linax,0.6393,0.4286,0.8500,
Linax,Luminus,0.6393,0.4286,0.8500,
M-Kast,m-lucas,0.6393,0.4286,0.8500,
menoril,meur,0.6393,0.4286,0.8500,
Merdir,Montair,0.6393,0.4286,0.8500,
Mig,mofigut,0.6393,0.4286,0.8500,
Mig,Motigut,0.6393,0.4286,0.8500,
migo,mofigut,0.6393,0.4286,0.8500,
migo,Motigut,0.6393,0.4286,0.8500,
